age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y (yes or no)  ,probability of yes (or score)
30, Private,166671, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,40, United-States,,
23, Private,216867, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,,
22, Private,282579, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States,,
33, Private,44559, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,,
59, Local-gov,53612, Masters,14, Separated, Prof-specialty, Own-child, Black, Female,0,0,35, United-States,,
61, Private,52765, HS-grad,9, Divorced, Other-service, Other-relative, White, Female,0,0,99, United-States,,
55, Self-emp-not-inc,150917, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States,,
48, State-gov,28419, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,,
21, Private,290504, Some-college,10, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States,,
23, Private,105577, Some-college,10, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,26, United-States,,
65, Private,399296, 5th-6th,3, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,20, Mexico,,
25, Private,210794, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,,
31, Self-emp-inc,229741, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,45, United-States,,
50, Private,260052, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,15020,0,40, United-States,,
18, Private,101709, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States,,
49, Private,177543, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,,
48, Private,102585, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,,
41, Private,101593, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,,
51, Local-gov,164300, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico,,
30, Private,133250, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,,
22, Private,228394, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States,,
27, Private,370242, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States,,
33, Private,161444, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,,
45, Private,86505, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,,
44, Self-emp-not-inc,177851, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,,
32, Private,170983, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,,
31, Private,219117, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,5455,0,60, United-States,,
38, Private,98776, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,,
49, Self-emp-not-inc,155862, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,,
21, Private,200121, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,,
45, Private,166863, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,,
26, Private,184303, 5th-6th,3, Married-spouse-absent, Priv-house-serv, Other-relative, White, Female,0,0,8, El-Salvador,,
39, Private,370032, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,,
18, Local-gov,28357, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,,
50, Private,155574, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,,
42, State-gov,179151, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,,
37, Private,119929, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,47, United-States,,
36, Private,64874, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,,
54, Private,137069, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India,,
46, Local-gov,88564, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,,
18, Private,120243, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17, United-States,,
38, Private,235638, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States,,
37, Local-gov,130805, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,99, United-States,,
44, Private,40024, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
65, Private,113293, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
33, Self-emp-not-inc,266674, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,56, United-States,,
42, Local-gov,223548, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,,
28, Private,193260, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, South,,
44, Federal-gov,320451, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, Philippines,,
50, Private,229318, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Trinadad&Tobago,,
41, State-gov,33474, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,,
39, Self-emp-inc,210610, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,31, Cuba,,
34, Private,169496, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,,
34, Private,178449, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,45, United-States,,
51, Private,183200, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States,,
54, Local-gov,217210, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1887,38, United-States,,
46, Local-gov,274200, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,,
25, Self-emp-not-inc,195000, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,,
18, Private,108501, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States,,
37, Private,258289, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,,
21, Private,82061, 5th-6th,3, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,32, Mexico,,
33, Private,93213, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,,
42, State-gov,178897, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,1151,0,40, United-States,,
32, Private,164519, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States,,
59, Private,357118, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,,
27, Private,312939, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,,
41, Private,212027, 11th,7, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,,
52, Private,618130, HS-grad,9, Divorced, Other-service, Own-child, Black, Female,0,0,40, United-States,,
57, Private,122562, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,,
28, Private,132686, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
47, Self-emp-not-inc,60087, Some-college,10, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States,,
45, Private,293628, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Philippines,,
46, Private,430278, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,,
17, Private,108085, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States,,
18, Private,178310, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,,
40, Private,103541, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,,
53, Private,130143, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States,,
37, Private,54159, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States,,
37, Self-emp-not-inc,175120, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
43, Private,147099, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States,,
43, Private,211518, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States,,
69, Private,144056, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,,
38, State-gov,149135, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States,,
17, Private,364491, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,22, United-States,,
51, Private,133069, 10th,6, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States,,
38, Private,212437, Assoc-acdm,12, Never-married, Other-service, Unmarried, Black, Female,0,0,30, United-States,,
34, Private,150154, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,,
26, Private,164170, Some-college,10, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,35, Philippines,,
32, Private,183470, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,42, United-States,,
55, Private,248841, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,,
44, Private,138845, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,,
45, State-gov,160599, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,,
50, Private,233363, 11th,7, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,,
40, Private,53956, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,,
64, Private,217802, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,,
40, Local-gov,210275, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States,,
43, Private,107584, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,,
67, Private,162009, 10th,6, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,16, United-States,,
37, Federal-gov,110861, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,,
56, Self-emp-not-inc,190091, Assoc-voc,11, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,46, United-States,,
61, Private,202060, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,34, United-States,,
28, Federal-gov,366533, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,,
21, Private,522881, Assoc-voc,11, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, Mexico,,
38, Federal-gov,365430, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,,
33, Private,157216, Masters,14, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,,
54, Private,200450, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,,
37, Private,319831, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,,
40, Private,106501, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,2829,0,50, United-States,,
41, Private,110732, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,,
29, Private,133937, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,,
65, Private,228182, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,,
41, Local-gov,248748, Bachelors,13, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States,,
30, Private,316606, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,2339,50, United-States,,
62, Federal-gov,164021, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,,
58, Private,170290, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States,,
32, Self-emp-not-inc,33404, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,10520,0,50, United-States,,
34, Private,162113, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,48, United-States,,
64, Private,250117, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,50, United-States,,
45, Self-emp-not-inc,127948, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,,
33, Private,206707, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,,
57, State-gov,222792, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,,
59, Private,168416, HS-grad,9, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female,0,0,36, Poland,,
50, Local-gov,159689, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,,
42, Private,242619, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,,
26, Private,259138, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,2407,0,36, United-States,,
22, Private,311311, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States,,
50, State-gov,76728, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States,,
29, Private,66095, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,,
45, Private,377622, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
35, Federal-gov,413930, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
41, Federal-gov,149102, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1980,40, United-States,,
31, Self-emp-not-inc,213643, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,1590,60, United-States,,
54, State-gov,55861, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,39, United-States,,
29, Private,221233, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Female,0,0,37, United-States,,
28, Self-emp-inc,109001, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, United-States,,
55, Self-emp-not-inc,126840, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,,
33, Private,207561, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States,,
47, Private,257824, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,,
70, Self-emp-not-inc,92353, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,,
46, Private,196707, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,55, United-States,,
77, Private,89655, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,,
56, Private,269681, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female,0,0,35, United-States,,
45, Private,182703, Masters,14, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, United-States,,
21, Private,369643, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,,
58, Private,77498, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,,
31, Private,92179, 10th,6, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,,
44, Self-emp-inc,144778, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,,
33, Private,123031, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States,,
67, Private,120900, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,12, United-States,,
64, Private,172740, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, United-States,,
35, Private,194490, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,,
44, Private,245317, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,,
23, Private,241752, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
28, Private,102142, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,,
27, Private,335878, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States,,
65, Self-emp-inc,410199, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,9386,0,35, United-States,,
50, Private,299215, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,,
33, Private,227325, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Male,0,0,60, Scotland,,
49, Private,28171, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Male,4787,0,40, United-States,,
58, Private,49159, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,,
19, State-gov,139091, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States,,
21, Private,293726, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States,,
48, Private,250733, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,,
41, Private,197907, HS-grad,9, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States,,
48, Self-emp-inc,192755, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, Canada,,
28, Private,153885, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,45, United-States,,
34, Private,123429, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States,,
17, Private,172548, 9th,5, Never-married, Sales, Own-child, White, Male,0,0,8, United-States,,
31, Private,103596, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States,,
18, Private,110230, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,5, United-States,,
53, Self-emp-inc,233149, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,,
26, Private,163189, Some-college,10, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,,
35, Private,165007, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,42, United-States,,
39, Self-emp-inc,142149, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, United-States,,
54, Local-gov,113649, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,,
27, Private,399123, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,1719,40, United-States,,
26, Private,599057, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,37, United-States,,
38, Private,184456, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Greece,,
30, Private,446894, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States,,
21, Private,114292, 11th,7, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States,,
29, Private,78261, HS-grad,9, Separated, Protective-serv, Not-in-family, White, Male,0,0,55, United-States,,
31, State-gov,73161, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1740,40, United-States,,
54, Federal-gov,57679, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States,,
48, Private,365516, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States,,
44, Private,315971, Masters,14, Divorced, Other-service, Not-in-family, White, Female,0,0,55, United-States,,
18, Private,157193, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,30, Italy,,
31, Private,209529, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Puerto-Rico,,
33, Private,26252, Assoc-acdm,12, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,,
18, Private,391495, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,,
73, Local-gov,143437, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States,,
48, Private,136455, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,16, United-States,,
54, Local-gov,137678, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States,,
35, Private,80680, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,,
19, Private,332928, 11th,7, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,,
60, Private,166789, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,1408,50, United-States,,
24, Private,165054, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,,
45, Private,34307, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,,
41, Private,82823, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,5013,0,30, United-States,,
38, Private,179481, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,,
26, Private,130018, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,,
27, Without-pay,35034, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States,,
28, Private,113839, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
57, Self-emp-not-inc,170988, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,,
42, Self-emp-not-inc,247422, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,,
23, Private,308498, 10th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,18, United-States,,
21, Private,449101, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,,
44, Private,651702, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States,,
30, Private,385177, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States,,
29, Private,262758, Assoc-acdm,12, Never-married, Other-service, Unmarried, Black, Male,0,625,60, United-States,,
23, Private,32732, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,,
48, Private,151584, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,46, United-States,,
47, Private,139701, 5th-6th,3, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Dominican-Republic,,
40, Private,144928, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States,,
55, Self-emp-inc,150917, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,,
43, Self-emp-inc,214503, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States,,
32, Private,79586, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,,
43, Self-emp-inc,342510, Bachelors,13, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,60, United-States,,
42, Private,201343, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2885,0,40, United-States,,
28, Private,398220, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,,
53, Local-gov,182677, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines,,
17, Private,313444, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,,
28, Local-gov,134890, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,,
40, Private,170413, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,1741,40, United-States,,
20, Private,41721, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,,
38, Private,212252, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,,
33, Private,174215, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States,,
67, Self-emp-inc,273239, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,,
45, Private,117849, 11th,7, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, United-States,,
49, Private,213668, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
90, Federal-gov,311184, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States,,
39, Private,172186, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,5013,0,40, United-States,,
39, Private,553588, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,40, United-States,,
54, Private,236157, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States,,
81, Self-emp-inc,51646, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,2174,35, United-States,,
57, Local-gov,101444, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,,
65, Private,270935, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male,0,0,55, United-States,,
39, Self-emp-inc,128715, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,,
35, Private,102178, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,,
18, Private,99497, 12th,8, Never-married, Other-service, Own-child, Other, Female,0,0,30, United-States,,
34, Private,163581, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,10520,0,40, Puerto-Rico,,
44, Private,103397, HS-grad,9, Divorced, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States,,
18, Private,240767, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States,,
63, Private,252457, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,,
20, Private,374116, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,,
25, Private,72294, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,,
60, Self-emp-inc,75257, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,,
36, Private,114055, Assoc-voc,11, Never-married, Prof-specialty, Unmarried, White, Female,3325,0,40, United-States,,
38, Private,259846, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,,
21, Private,153542, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States,,
58, Private,126104, 10th,6, Divorced, Other-service, Unmarried, White, Female,0,0,65, United-States,,
27, Private,267912, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,52, Mexico,,
40, Private,223730, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States,,
55, Private,204816, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,,
51, Private,136080, HS-grad,9, Divorced, Sales, Other-relative, White, Female,0,0,31, United-States,,
46, Private,64563, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, United-States,,
